<PARSED TEXT FOR SHEET: 1 / 1 TABS
TAB NAME: ARTOO_Source_Traceability.csv>
index,source,filename,line,section,subsection,source_requirement,contract_id,capability,phase,status,interaction_contract,limits_and_dependencies,acceptance_evidence
128,S1,artoo-product-requirements-doc.md,178,Core Features and Functionality,Business Model,Studio Tiers (ST):,CAP-043,Studio Tiers (ST Levels); Studio Tiers (ST); ST1; ST2,C,Retained source requirement; detailed behavior/phase is proposed,"Configure studio plans for team/branch management, POD/merchandise, marketing, branding, reports and support; show actual entitlements and effective prices.",Historical ST1/ST2 names retained; exact benefits/pricing require reconciliation. Plan level cannot override client privacy.,Upgrade/downgrade preserves existing contracts and exposes a clear entitlement diff before confirmation.
129,S1,artoo-product-requirements-doc.md,179,Core Features and Functionality,Business Model,"ST1: Studio management, bulk POD discounts, marketing tools, merchandise sales",CAP-043,Studio Tiers (ST Levels); Studio Tiers (ST); ST1; ST2,C,Retained source requirement; detailed behavior/phase is proposed,"Configure studio plans for team/branch management, POD/merchandise, marketing, branding, reports and support; show actual entitlements and effective prices.",Historical ST1/ST2 names retained; exact benefits/pricing require reconciliation. Plan level cannot override client privacy.,Upgrade/downgrade preserves existing contracts and exposes a clear entitlement diff before confirmation.
130,S1,artoo-product-requirements-doc.md,180,Core Features and Functionality,Business Model,"ST2: Multi-location management, dedicated account management, advanced analytics, premium branding",CAP-043,Studio Tiers (ST Levels); Studio Tiers (ST); ST1; ST2,C,Retained source requirement; detailed behavior/phase is proposed,"Configure studio plans for team/branch management, POD/merchandise, marketing, branding, reports and support; show actual entitlements and effective prices.",Historical ST1/ST2 names retained; exact benefits/pricing require reconciliation. Plan level cannot override client privacy.,Upgrade/downgrade preserves existing contracts and exposes a clear entitlement diff before confirmation.
131,S1,artoo-product-requirements-doc.md,181,Core Features and Functionality,Business Model,Early Adoption Pricing:,CAP-094,"Early Adoption Pricing; Free for first 100 users; 50% discount for next 1,000 users; Full pricing thereafter",C,Retained source requirement; detailed behavior/phase is proposed,"Retain historical cohort proposal as an explicit campaign with eligibility counter, benefit duration, included plan, abuse controls and receipt.",Current approval and economics unresolved; cannot imply perpetual free access or discount without terms.,Concurrent signups allocate the last cohort slot once; users see the benefit duration and post-promotion price before accepting.
132,S1,artoo-product-requirements-doc.md,182,Core Features and Functionality,Business Model,Free for first 100 users,CAP-094,"Early Adoption Pricing; Free for first 100 users; 50% discount for next 1,000 users; Full pricing thereafter",C,Retained source requirement; detailed behavior/phase is proposed,"Retain historical cohort proposal as an explicit campaign with eligibility counter, benefit duration, included plan, abuse controls and receipt.",Current approval and economics unresolved; cannot imply perpetual free access or discount without terms.,Concurrent signups allocate the last cohort slot once; users see the benefit duration and post-promotion price before accepting.
133,S1,artoo-product-requirements-doc.md,183,Core Features and Functionality,Business Model,"50% discount for next 1,000 users",CAP-094,"Early Adoption Pricing; Free for first 100 users; 50% discount for next 1,000 users; Full pricing thereafter",C,Retained source requirement; detailed behavior/phase is proposed,"Retain historical cohort proposal as an explicit campaign with eligibility counter, benefit duration, included plan, abuse controls and receipt.",Current approval and economics unresolved; cannot imply perpetual free access or discount without terms.,Concurrent signups allocate the last cohort slot once; users see the benefit duration and post-promotion price before accepting.
134,S1,artoo-product-requirements-doc.md,184,Core Features and Functionality,Business Model,Full pricing thereafter,CAP-094,"Early Adoption Pricing; Free for first 100 users; 50% discount for next 1,000 users; Full pricing thereafter",C,Retained source requirement; detailed behavior/phase is proposed,"Retain historical cohort proposal as an explicit campaign with eligibility counter, benefit duration, included plan, abuse controls and receipt.",Current approval and economics unresolved; cannot imply perpetual free access or discount without terms.,Concurrent signups allocate the last cohort slot once; users see the benefit duration and post-promotion price before accepting.
135,S1,artoo-product-requirements-doc.md,185,Core Features and Functionality,Business Model,Credit System: Usage-based allocation that scales with tier level,CAP-095,Credit System,C,Retained source requirement; detailed behavior/phase is proposed,"Meter named expensive actions with per-action cost, remaining/renewal/rollover, reservations, completed charges and failure refunds; optional one-time top-ups.",Historical 8/day versus 2/day/20/day quotas conflict; ordinary editing and failed jobs should not silently consume credits.,"Job retry, cancellation and provider failure reconcile reserved/consumed credits exactly once."
136,S1,artoo-product-requirements-doc.md,186,Core Features and Functionality,Business Model,One-time Purchases: POD tattoos available without subscription,CAP-096,One-time Purchases,C,Retained source requirement; detailed behavior/phase is proposed,"Permit eligible design licenses, POD, services or credit packs without a subscription; present rights, total and guest/account recovery route.",Product availability depends on studio/artist offer; gift/return rules vary by item type.,Non-subscriber can complete an eligible POD purchase and recover receipt/order without gaining unrelated premium access.
137,S1,artoo-product-requirements-doc.md,187,Core Features and Functionality,Business Model,Member-Only Features: Certain capabilities restricted to subscribers,CAP-093,Tiered Subscriptions; Member-Only Features,C,Retained source requirement; detailed behavior/phase is proposed,"Central entitlement catalogue powers pricing, tool availability, quota messages and account settings; show upgrade/downgrade effective date and billing terms.","Do not hide unsupported features behind payment; permission, plan and hardware availability are separate reasons.","Identical entitlement policy governs UI, export, API and background jobs; cancellation preserves documented access until effective expiry."
